country,continent,year,life_expectancy,population_millions,gdp_per_capita
Eritrea,Africa,1967,42.189,1.820319,468.7949699
Eritrea,Africa,1972,44.142,2.260187,514.3242082
Eritrea,Africa,1977,44.535,2.512642,505.7538077
Eritrea,Africa,1982,43.89,2.637297,524.8758493
Eritrea,Africa,1987,46.453,2.915959,521.1341333
Eritrea,Africa,1992,49.991,3.66844,582.8585102
Eritrea,Africa,1997,53.378,4.058319,913.47079
Eritrea,Africa,2002,55.24,4.414865,765.3500015
Eritrea,Africa,2007,58.04,4.906585,641.3695236
Ethiopia,Africa,1952,34.078,20.860941,362.1462796
Ethiopia,Africa,1957,36.667,22.815614,378.9041632
Ethiopia,Africa,1962,40.059,25.145372,419.4564161
Ethiopia,Africa,1967,42.115,27.860297,516.1186438
Ethiopia,Africa,1972,43.515,30.770372,566.2439442
Ethiopia,Africa,1977,44.51,34.617799,556.8083834
Ethiopia,Africa,1982,44.916,38.111756,577.8607471
Ethiopia,Africa,1987,46.684,42.99953,573.7413142
Ethiopia,Africa,1992,48.091,52.088559,421.3534653
Ethiopia,Africa,1997,49.402,59.861301,515.8894013
Ethiopia,Africa,2002,50.725,67.946797,530.0535319
Ethiopia,Africa,2007,52.947,76.511887,690.8055759
Finland,Europe,1952,66.55,4.0905,6424.519071
Finland,Europe,1957,67.49,4.324,7545.415386
Finland,Europe,1962,68.75,4.491443,9371.842561
Finland,Europe,1967,69.83,4.605744,10921.63626
Finland,Europe,1972,70.87,4.639657,14358.8759
Finland,Europe,1977,72.52,4.738902,15605.42283
Finland,Europe,1982,74.55,4.826933,18533.15761
Finland,Europe,1987,74.83,4.931729,21141.01223
Finland,Europe,1992,75.7,5.041039,20647.16499
Finland,Europe,1997,77.13,5.134406,23723.9502
Finland,Europe,2002,78.37,5.193039,28204.59057
Finland,Europe,2007,79.313,5.23846,33207.0844
France,Europe,1952,67.41,42.459667,7029.809327
France,Europe,1957,68.93,44.310863,8662.834898
France,Europe,1962,70.51,47.124,10560.48553
France,Europe,1967,71.55,49.569,12999.91766
France,Europe,1972,72.38,51.732,16107.19171
France,Europe,1977,73.83,53.165019,18292.63514
France,Europe,1982,74.89,54.433565,20293.89746
France,Europe,1987,76.34,55.6301,22066.44214
France,Europe,1992,77.46,57.374179,24703.79615
France,Europe,1997,78.64,58.623428,25889.78487
France,Europe,2002,79.59,59.925035,28926.03234
France,Europe,2007,80.657,61.083916,30470.0167
Gabon,Africa,1952,37.003,0.420702,4293.476475
Gabon,Africa,1957,38.999,0.434904,4976.198099
Gabon,Africa,1962,40.489,0.455661,6631.459222
Gabon,Africa,1967,44.598,0.489004,8358.761987
Gabon,Africa,1972,48.69,0.537977,11401.94841
Gabon,Africa,1977,52.79,0.706367,21745.57328
Gabon,Africa,1982,56.564,0.753874,15113.36194
Gabon,Africa,1987,60.19,0.880397,11864.40844
Gabon,Africa,1992,61.366,0.985739,13522.15752
Gabon,Africa,1997,60.461,1.126189,14722.84188
Gabon,Africa,2002,56.761,1.299304,12521.71392
Gabon,Africa,2007,56.735,1.454867,13206.48452
Gambia,Africa,1952,30.0,0.28432,485.2306591
Gambia,Africa,1957,32.065,0.32315,520.9267111
Gambia,Africa,1962,33.896,0.37402,599.650276
Gambia,Africa,1967,35.857,0.439593,734.7829124
Gambia,Africa,1972,38.308,0.517101,756.0868363
Gambia,Africa,1977,41.842,0.608274,884.7552507
Gambia,Africa,1982,45.58,0.715523,835.8096108
Gambia,Africa,1987,49.265,0.848406,611.6588611
Gambia,Africa,1992,52.644,1.025384,665.6244126
Gambia,Africa,1997,55.861,1.235767,653.7301704
Gambia,Africa,2002,58.041,1.457766,660.5855997
Gambia,Africa,2007,59.448,1.688359,752.7497265
Germany,Europe,1952,67.5,69.145952,7144.114393
Germany,Europe,1957,69.1,71.019069,10187.82665
Germany,Europe,1962,70.3,73.739117,12902.46291
Germany,Europe,1967,70.8,76.368453,14745.62561
Germany,Europe,1972,71.0,78.717088,18016.18027
Germany,Europe,1977,72.5,78.160773,20512.92123
Germany,Europe,1982,73.8,78.335266,22031.53274
Germany,Europe,1987,74.847,77.718298,24639.18566
Germany,Europe,1992,76.07,80.597764,26505.30317
Germany,Europe,1997,77.34,82.011073,27788.88416
Germany,Europe,2002,78.67,82.350671,30035.80198
Germany,Europe,2007,79.406,82.400996,32170.37442
Ghana,Africa,1952,43.149,5.581001,911.2989371
Ghana,Africa,1957,44.779,6.391288,1043.561537
Ghana,Africa,1962,46.452,7.355248,1190.041118
Ghana,Africa,1967,48.072,8.490213,1125.69716
Ghana,Africa,1972,49.875,9.35412,1178.223708
Ghana,Africa,1977,51.756,10.538093,993.2239571
Ghana,Africa,1982,53.744,11.400338,876.032569
Ghana,Africa,1987,55.729,14.168101,847.0061135
Ghana,Africa,1992,57.501,16.278738,925.060154
Ghana,Africa,1997,58.556,18.418288,1005.245812
Ghana,Africa,2002,58.453,20.550751,1111.984578
Ghana,Africa,2007,60.022,22.873338,1327.60891
Greece,Europe,1952,65.86,7.73325,3530.690067
Greece,Europe,1957,67.86,8.096218,4916.299889
Greece,Europe,1962,69.51,8.448233,6017.190733
Greece,Europe,1967,71.0,8.716441,8513.097016
Greece,Europe,1972,72.34,8.888628,12724.82957
Greece,Europe,1977,73.68,9.308479,14195.52428
Greece,Europe,1982,75.24,9.78648,15268.42089
Greece,Europe,1987,76.67,9.97449,16120.52839
Greece,Europe,1992,77.03,10.325429,17541.49634
Greece,Europe,1997,77.869,10.502372,18747.69814
Greece,Europe,2002,78.256,10.603863,22514.2548
Greece,Europe,2007,79.483,10.70629,27538.41188
Guatemala,Americas,1952,42.023,3.146381,2428.237769
Guatemala,Americas,1957,44.142,3.640876,2617.155967
Guatemala,Americas,1962,46.954,4.208858,2750.364446
Guatemala,Americas,1967,50.016,4.690773,3242.531147
Guatemala,Americas,1972,53.738,5.149581,4031.408271
Guatemala,Americas,1977,56.029,5.70343,4879.992748
Guatemala,Americas,1982,58.137,6.39563,4820.49479
Guatemala,Americas,1987,60.782,7.326406,4246.485974
Guatemala,Americas,1992,63.373,8.486949,4439.45084
Guatemala,Americas,1997,66.322,9.803875,4684.313807
Guatemala,Americas,2002,68.978,11.17865,4858.347495
Guatemala,Americas,2007,70.259,12.572928,5186.050003
Guinea,Africa,1952,33.609,2.664249,510.1964923
Guinea,Africa,1957,34.558,2.876726,576.2670245
Guinea,Africa,1962,35.753,3.140003,686.3736739
Guinea,Africa,1967,37.197,3.451418,708.7595409
Guinea,Africa,1972,38.842,3.811387,741.6662307
Guinea,Africa,1977,40.762,4.227026,874.6858643
Guinea,Africa,1982,42.891,4.710497,857.2503577
Guinea,Africa,1987,45.552,5.650262,805.5724718
Guinea,Africa,1992,48.576,6.990574,794.3484384
Guinea,Africa,1997,51.455,8.048834,869.4497668
Guinea,Africa,2002,53.676,8.807818,945.5835837
Guinea,Africa,2007,56.007,9.947814,942.6542111
Guinea-Bissau,Africa,1952,32.5,0.580653,299.850319
Guinea-Bissau,Africa,1957,33.489,0.601095,431.7904566
Guinea-Bissau,Africa,1962,34.488,0.62782,522.0343725
Guinea-Bissau,Africa,1967,35.492,0.601287,715.5806402
Guinea-Bissau,Africa,1972,36.486,0.625361,820.2245876
Guinea-Bissau,Africa,1977,37.465,0.745228,764.7259628
Guinea-Bissau,Africa,1982,39.327,0.825987,838.1239671
Guinea-Bissau,Africa,1987,41.245,0.927524,736.4153921
Guinea-Bissau,Africa,1992,43.266,1.050938,745.5398706
Guinea-Bissau,Africa,1997,44.873,1.193708,796.6644681
Guinea-Bissau,Africa,2002,45.504,1.332459,575.7047176
Guinea-Bissau,Africa,2007,46.388,1.472041,579.231743
Haiti,Americas,1952,37.579,3.201488,1840.366939
Haiti,Americas,1957,40.696,3.507701,1726.887882
Haiti,Americas,1962,43.59,3.88013,1796.589032
Haiti,Americas,1967,46.243,4.318137,1452.057666
Haiti,Americas,1972,48.042,4.698301,1654.456946
Haiti,Americas,1977,49.923,4.908554,1874.298931
Haiti,Americas,1982,51.461,5.198399,2011.159549
Haiti,Americas,1987,53.636,5.756203,1823.015995
Haiti,Americas,1992,55.089,6.326682,1456.309517
Haiti,Americas,1997,56.671,6.913545,1341.726931
Haiti,Americas,2002,58.137,7.607651,1270.364932
Haiti,Americas,2007,60.916,8.502814,1201.637154
Honduras,Americas,1952,41.912,1.517453,2194.926204
Honduras,Americas,1957,44.665,1.77039,2220.487682
Honduras,Americas,1962,48.041,2.090162,2291.156835
Honduras,Americas,1967,50.924,2.500689,2538.269358
Honduras,Americas,1972,53.884,2.965146,2529.842345
Honduras,Americas,1977,57.402,3.055235,3203.208066
Honduras,Americas,1982,60.909,3.669448,3121.760794
Honduras,Americas,1987,64.492,4.372203,3023.096699
Honduras,Americas,1992,66.399,5.077347,3081.694603
Honduras,Americas,1997,67.659,5.867957,3160.454906
Honduras,Americas,2002,68.565,6.677328,3099.72866
Honduras,Americas,2007,70.198,7.483763,3548.330846
"Hong Kong, China",Asia,1952,60.96,2.1259,3054.421209
"Hong Kong, China",Asia,1957,64.75,2.7363,3629.076457
"Hong Kong, China",Asia,1962,67.65,3.3052,4692.648272
"Hong Kong, China",Asia,1967,70.0,3.7228,6197.962814
"Hong Kong, China",Asia,1972,72.0,4.1157,8315.928145
"Hong Kong, China",Asia,1977,73.6,4.5837,11186.14125
"Hong Kong, China",Asia,1982,75.45,5.2645,14560.53051
"Hong Kong, China",Asia,1987,76.2,5.58451,20038.47269
"Hong Kong, China",Asia,1992,77.601,5.829696,24757.60301
"Hong Kong, China",Asia,1997,80.0,6.495918,28377.63219
"Hong Kong, China",Asia,2002,81.495,6.762476,30209.01516
"Hong Kong, China",Asia,2007,82.208,6.980412,39724.97867
Hungary,Europe,1952,64.03,9.504,5263.673816
Hungary,Europe,1957,66.41,9.839,6040.180011
Hungary,Europe,1962,67.96,10.063,7550.359877
Hungary,Europe,1967,69.5,10.223422,9326.64467
Hungary,Europe,1972,69.76,10.394091,10168.65611
Hungary,Europe,1977,69.95,10.637171,11674.83737
Hungary,Europe,1982,69.39,10.705535,12545.99066
Hungary,Europe,1987,69.58,10.61274,12986.47998
Hungary,Europe,1992,69.17,10.348684,10535.62855
Hungary,Europe,1997,71.04,10.244684,11712.7768
Hungary,Europe,2002,72.59,10.083313,14843.93556
Hungary,Europe,2007,73.338,9.956108,18008.94444
Iceland,Europe,1952,72.49,0.147962,7267.688428
Iceland,Europe,1957,73.47,0.16511,9244.001412
Iceland,Europe,1962,73.68,0.182053,10350.15906
Iceland,Europe,1967,73.73,0.198676,13319.89568
Iceland,Europe,1972,74.46,0.209275,15798.06362
Iceland,Europe,1977,76.11,0.221823,19654.96247
Iceland,Europe,1982,76.99,0.233997,23269.6075
Iceland,Europe,1987,77.23,0.244676,26923.20628
Iceland,Europe,1992,78.77,0.259012,25144.39201
Iceland,Europe,1997,78.95,0.271192,28061.09966
Iceland,Europe,2002,80.5,0.28803,31163.20196
Iceland,Europe,2007,81.757,0.301931,36180.78919
India,Asia,1952,37.373,372.0,546.5657493
India,Asia,1957,40.249,409.0,590.061996
India,Asia,1962,43.605,454.0,658.3471509
India,Asia,1967,47.193,506.0,700.7706107
India,Asia,1972,50.651,567.0,724.032527
India,Asia,1977,54.208,634.0,813.337323
India,Asia,1982,56.596,708.0,855.7235377
India,Asia,1987,58.553,788.0,976.5126756
India,Asia,1992,60.223,872.0,1164.406809
India,Asia,1997,61.765,959.0,1458.817442
India,Asia,2002,62.879,1034.172547,1746.769454
India,Asia,2007,64.698,1110.396331,2452.210407
Indonesia,Asia,1952,37.468,82.052,749.6816546
Indonesia,Asia,1957,39.918,90.124,858.9002707
Indonesia,Asia,1962,42.518,99.028,849.2897701
Indonesia,Asia,1967,45.964,109.343,762.4317721
Indonesia,Asia,1972,49.203,121.282,1111.107907
Indonesia,Asia,1977,52.702,136.725,1382.702056
Indonesia,Asia,1982,56.159,153.343,1516.872988
Indonesia,Asia,1987,60.137,169.276,1748.356961
Indonesia,Asia,1992,62.681,184.816,2383.140898
Indonesia,Asia,1997,66.041,199.278,3119.335603
Indonesia,Asia,2002,68.588,211.06,2873.91287
Indonesia,Asia,2007,70.65,223.547,3540.651564
Iran,Asia,1952,44.869,17.272,3035.326002
Iran,Asia,1957,47.181,19.792,3290.257643
Iran,Asia,1962,49.325,22.874,4187.329802
Iran,Asia,1967,52.469,26.538,5906.731805
Iran,Asia,1972,55.234,30.614,9613.818607
Iran,Asia,1977,57.702,35.480679,11888.59508
Iran,Asia,1982,59.62,43.072751,7608.334602
Iran,Asia,1987,63.04,51.889696,6642.881371
Iran,Asia,1992,65.742,60.397973,7235.653188
Iran,Asia,1997,68.042,63.327987,8263.590301
Iran,Asia,2002,69.451,66.907826,9240.761975
Iran,Asia,2007,70.964,69.45357,11605.71449
Iraq,Asia,1952,45.32,5.441766,4129.766056
Iraq,Asia,1957,48.437,6.248643,6229.333562
Iraq,Asia,1962,51.457,7.24026,8341.737815
Iraq,Asia,1967,54.459,8.519282,8931.459811
Iraq,Asia,1972,56.95,10.061506,9576.037596
Iraq,Asia,1977,60.413,11.882916,14688.23507
Iraq,Asia,1982,62.038,14.173318,14517.90711
Iraq,Asia,1987,65.044,16.543189,11643.57268
Iraq,Asia,1992,59.461,17.861905,3745.640687
Iraq,Asia,1997,58.811,20.775703,3076.239795
Iraq,Asia,2002,57.046,24.001816,4390.717312
Iraq,Asia,2007,59.545,27.499638,4471.061906
Ireland,Europe,1952,66.91,2.952156,5210.280328
Ireland,Europe,1957,68.9,2.87822,5599.077872
Ireland,Europe,1962,70.29,2.83,6631.597314
Ireland,Europe,1967,71.08,2.9001,7655.568963
Ireland,Europe,1972,71.28,3.0244,9530.772896
Ireland,Europe,1977,72.03,3.2719,11150.98113
Ireland,Europe,1982,73.1,3.48,12618.32141
Ireland,Europe,1987,74.36,3.5399,13872.86652
Ireland,Europe,1992,75.467,3.557761,17558.81555
Ireland,Europe,1997,76.122,3.667233,24521.94713
Ireland,Europe,2002,77.783,3.879155,34077.04939
Ireland,Europe,2007,78.885,4.109086,40675.99635
Israel,Asia,1952,65.39,1.620914,4086.522128
Israel,Asia,1957,67.84,1.944401,5385.278451
Israel,Asia,1962,69.39,2.310904,7105.630706
Israel,Asia,1967,70.75,2.693585,8393.741404
Israel,Asia,1972,71.63,3.095893,12786.93223
Israel,Asia,1977,73.06,3.495918,13306.61921
Israel,Asia,1982,74.45,3.858421,15367.0292
Israel,Asia,1987,75.6,4.203148,17122.47986
Israel,Asia,1992,76.93,4.93655,18051.52254
Israel,Asia,1997,78.269,5.531387,20896.60924
Israel,Asia,2002,79.696,6.029529,21905.59514
Israel,Asia,2007,80.745,6.426679,25523.2771
Italy,Europe,1952,65.94,47.666,4931.404155
Italy,Europe,1957,67.81,49.182,6248.656232
Italy,Europe,1962,69.24,50.8432,8243.58234
Italy,Europe,1967,71.06,52.6671,10022.40131
Italy,Europe,1972,72.19,54.365564,12269.27378
Italy,Europe,1977,73.48,56.059245,14255.98475
Italy,Europe,1982,74.98,56.535636,16537.4835
Italy,Europe,1987,76.42,56.729703,19207.23482
Italy,Europe,1992,77.44,56.840847,22013.64486
Italy,Europe,1997,78.82,57.479469,24675.02446
Italy,Europe,2002,80.24,57.926999,27968.09817
Italy,Europe,2007,80.546,58.147733,28569.7197
Jamaica,Americas,1952,58.53,1.426095,2898.530881
Jamaica,Americas,1957,62.61,1.53509,4756.525781
Jamaica,Americas,1962,65.61,1.665128,5246.107524
Jamaica,Americas,1967,67.51,1.861096,6124.703451
Jamaica,Americas,1972,69.0,1.997616,7433.889293
Jamaica,Americas,1977,70.11,2.156814,6650.195573
Jamaica,Americas,1982,71.21,2.298309,6068.05135
Jamaica,Americas,1987,71.77,2.326606,6351.237495
Jamaica,Americas,1992,71.766,2.378618,7404.923685
Jamaica,Americas,1997,72.262,2.531311,7121.924704
Jamaica,Americas,2002,72.047,2.664659,6994.774861
Jamaica,Americas,2007,72.567,2.780132,7320.880262
Japan,Asia,1952,63.03,86.459025,3216.956347
Japan,Asia,1957,65.5,91.563009,4317.694365
Japan,Asia,1962,68.73,95.831757,6576.649461
Japan,Asia,1967,71.43,100.825279,9847.788607
Japan,Asia,1972,73.42,107.188273,14778.78636
Japan,Asia,1977,75.38,113.872473,16610.37701
Japan,Asia,1982,77.11,118.454974,19384.10571
Japan,Asia,1987,78.67,122.091325,22375.94189
Japan,Asia,1992,79.36,124.329269,26824.89511
Japan,Asia,1997,80.69,125.956499,28816.58499
Japan,Asia,2002,82.0,127.065841,28604.5919
Japan,Asia,2007,82.603,127.467972,31656.06806
Jordan,Asia,1952,43.158,0.607914,1546.907807
Jordan,Asia,1957,45.669,0.746559,1886.080591
Jordan,Asia,1962,48.126,0.933559,2348.009158
Jordan,Asia,1967,51.629,1.255058,2741.796252
Jordan,Asia,1972,56.528,1.613551,2110.856309
Jordan,Asia,1977,61.134,1.937652,2852.351568
Jordan,Asia,1982,63.739,2.347031,4161.415959
Jordan,Asia,1987,65.869,2.820042,4448.679912
Jordan,Asia,1992,68.015,3.867409,3431.593647
Jordan,Asia,1997,69.772,4.526235,3645.379572
Jordan,Asia,2002,71.263,5.30747,3844.917194
Jordan,Asia,2007,72.535,6.053193,4519.461171
Kenya,Africa,1952,42.27,6.464046,853.540919
Kenya,Africa,1957,44.686,7.454779,944.4383152
Kenya,Africa,1962,47.949,8.678557,896.9663732
Kenya,Africa,1967,50.654,10.191512,1056.736457
Kenya,Africa,1972,53.559,12.044785,1222.359968
Kenya,Africa,1977,56.155,14.500404,1267.613204
Kenya,Africa,1982,58.766,17.661452,1348.225791
Kenya,Africa,1987,59.339,21.198082,1361.936856
Kenya,Africa,1992,59.285,25.020539,1341.921721
Kenya,Africa,1997,54.407,28.263827,1360.485021
Kenya,Africa,2002,50.992,31.386842,1287.514732
Kenya,Africa,2007,54.11,35.610177,1463.249282
"Korea, Dem. Rep.",Asia,1952,50.056,8.865488,1088.277758
"Korea, Dem. Rep.",Asia,1957,54.081,9.411381,1571.134655
"Korea, Dem. Rep.",Asia,1962,56.656,10.917494,1621.693598
"Korea, Dem. Rep.",Asia,1967,59.942,12.617009,2143.540609
"Korea, Dem. Rep.",Asia,1972,63.983,14.781241,3701.621503
"Korea, Dem. Rep.",Asia,1977,67.159,16.32532,4106.301249
"Korea, Dem. Rep.",Asia,1982,69.1,17.647518,4106.525293
"Korea, Dem. Rep.",Asia,1987,70.647,19.067554,4106.492315
"Korea, Dem. Rep.",Asia,1992,69.978,20.711375,3726.063507
"Korea, Dem. Rep.",Asia,1997,67.727,21.585105,1690.756814
"Korea, Dem. Rep.",Asia,2002,66.662,22.215365,1646.758151
"Korea, Dem. Rep.",Asia,2007,67.297,23.301725,1593.06548
"Korea, Rep.",Asia,1952,47.453,20.947571,1030.592226
"Korea, Rep.",Asia,1957,52.681,22.611552,1487.593537
"Korea, Rep.",Asia,1962,55.292,26.420307,1536.344387
"Korea, Rep.",Asia,1967,57.716,30.131,2029.228142
"Korea, Rep.",Asia,1972,62.612,33.505,3030.87665
"Korea, Rep.",Asia,1977,64.766,36.436,4657.22102
"Korea, Rep.",Asia,1982,67.123,39.326,5622.942464
"Korea, Rep.",Asia,1987,69.81,41.622,8533.088805
"Korea, Rep.",Asia,1992,72.244,43.80545,12104.27872
"Korea, Rep.",Asia,1997,74.647,46.173816,15993.52796
"Korea, Rep.",Asia,2002,77.045,47.96915,19233.98818
"Korea, Rep.",Asia,2007,78.623,49.04479,23348.13973
Kuwait,Asia,1952,55.565,0.16,108382.3529
Kuwait,Asia,1957,58.033,0.212846,113523.1329
Kuwait,Asia,1962,60.47,0.358266,95458.11176
Kuwait,Asia,1967,64.624,0.575003,80894.88326
Kuwait,Asia,1972,67.712,0.841934,109347.867
Kuwait,Asia,1977,69.343,1.140357,59265.47714
Kuwait,Asia,1982,71.309,1.497494,31354.03573
Kuwait,Asia,1987,74.174,1.891487,28118.42998
Kuwait,Asia,1992,75.19,1.418095,34932.91959
Kuwait,Asia,1997,76.156,1.765345,40300.61996
Kuwait,Asia,2002,76.904,2.111561,35110.10566
Kuwait,Asia,2007,77.588,2.505559,47306.98978
Lebanon,Asia,1952,55.928,1.439529,4834.804067
Lebanon,Asia,1957,59.489,1.647412,6089.786934
Lebanon,Asia,1962,62.094,1.886848,5714.560611
Lebanon,Asia,1967,63.87,2.186894,6006.983042
Lebanon,Asia,1972,65.421,2.680018,7486.384341
Lebanon,Asia,1977,66.099,3.115787,8659.696836
Lebanon,Asia,1982,66.983,3.086876,7640.519521
Lebanon,Asia,1987,67.926,3.089353,5377.091329
Lebanon,Asia,1992,69.292,3.219994,6890.806854
Lebanon,Asia,1997,70.265,3.430388,8754.96385
Lebanon,Asia,2002,71.028,3.67778,9313.93883
Lebanon,Asia,2007,71.993,3.921278,10461.05868
Lesotho,Africa,1952,42.138,0.748747,298.8462121
Lesotho,Africa,1957,45.047,0.813338,335.9971151
Lesotho,Africa,1962,47.747,0.893143,411.8006266
Lesotho,Africa,1967,48.492,0.99638,498.6390265
Lesotho,Africa,1972,49.767,1.116779,496.5815922
Lesotho,Africa,1977,52.208,1.251524,745.3695408
Lesotho,Africa,1982,55.078,1.411807,797.2631074
Lesotho,Africa,1987,57.18,1.5992,773.9932141
Lesotho,Africa,1992,59.685,1.803195,977.4862725
Lesotho,Africa,1997,55.558,1.982823,1186.147994
Lesotho,Africa,2002,44.593,2.046772,1275.184575
Lesotho,Africa,2007,42.592,2.012649,1569.331442
Liberia,Africa,1952,38.48,0.863308,575.5729961
Liberia,Africa,1957,39.486,0.97595,620.9699901
Liberia,Africa,1962,40.502,1.112796,634.1951625
Liberia,Africa,1967,41.536,1.279406,713.6036483
Liberia,Africa,1972,42.614,1.482628,803.0054535
Liberia,Africa,1977,43.764,1.703617,640.3224383
Liberia,Africa,1982,44.852,1.956875,572.1995694
Liberia,Africa,1987,46.027,2.269414,506.1138573
Liberia,Africa,1992,40.802,1.912974,636.6229191
Liberia,Africa,1997,42.221,2.200725,609.1739508
Liberia,Africa,2002,43.753,2.814651,531.4823679
Liberia,Africa,2007,45.678,3.193942,414.5073415
Libya,Africa,1952,42.723,1.019729,2387.54806
Libya,Africa,1957,45.289,1.201578,3448.284395
Libya,Africa,1962,47.808,1.441863,6757.030816
Libya,Africa,1967,50.227,1.759224,18772.75169
Libya,Africa,1972,52.773,2.183877,21011.49721
Libya,Africa,1977,57.442,2.721783,21951.21176
Libya,Africa,1982,62.155,3.344074,17364.27538
Libya,Africa,1987,66.234,3.799845,11770.5898
Libya,Africa,1992,68.755,4.364501,9640.138501
Libya,Africa,1997,71.555,4.75967,9467.446056
Libya,Africa,2002,72.737,5.368585,9534.677467
Libya,Africa,2007,73.952,6.036914,12057.49928
Madagascar,Africa,1952,36.681,4.762912,1443.011715
Madagascar,Africa,1957,38.865,5.181679,1589.20275
Madagascar,Africa,1962,40.848,5.703324,1643.38711
Madagascar,Africa,1967,42.881,6.334556,1634.047282
Madagascar,Africa,1972,44.851,7.08243,1748.562982
Madagascar,Africa,1977,46.881,8.007166,1544.228586
Madagascar,Africa,1982,48.969,9.171477,1302.878658
Madagascar,Africa,1987,49.35,10.568642,1155.441948
Madagascar,Africa,1992,52.214,12.210395,1040.67619
Madagascar,Africa,1997,54.978,14.165114,986.2958956
Madagascar,Africa,2002,57.286,16.473477,894.6370822
Madagascar,Africa,2007,59.443,19.167654,1044.770126
Malawi,Africa,1952,36.256,2.917802,369.1650802
Malawi,Africa,1957,37.207,3.221238,416.3698064
Malawi,Africa,1962,38.41,3.628608,427.9010856
Malawi,Africa,1967,39.487,4.147252,495.5147806
Malawi,Africa,1972,41.766,4.730997,584.6219709
Malawi,Africa,1977,43.767,5.637246,663.2236766
Malawi,Africa,1982,45.642,6.502825,632.8039209
Malawi,Africa,1987,47.457,7.824747,635.5173634
Malawi,Africa,1992,49.42,10.014249,563.2000145
Malawi,Africa,1997,47.495,10.419991,692.2758103
Malawi,Africa,2002,45.009,11.824495,665.4231186
Malawi,Africa,2007,48.303,13.327079,759.3499101
Malaysia,Asia,1952,48.463,6.748378,1831.132894
Malaysia,Asia,1957,52.102,7.739235,1810.066992
Malaysia,Asia,1962,55.737,8.906385,2036.884944
Malaysia,Asia,1967,59.371,10.154878,2277.742396
Malaysia,Asia,1972,63.01,11.441462,2849.09478
Malaysia,Asia,1977,65.256,12.845381,3827.921571
Malaysia,Asia,1982,68.0,14.441916,4920.355951
Malaysia,Asia,1987,69.5,16.331785,5249.802653
Malaysia,Asia,1992,70.693,18.319502,7277.912802
Malaysia,Asia,1997,71.938,20.476091,10132.90964
Malaysia,Asia,2002,73.044,22.662365,10206.97794
Malaysia,Asia,2007,74.241,24.821286,12451.6558
Mali,Africa,1952,33.685,3.838168,452.3369807
Mali,Africa,1957,35.307,4.241884,490.3821867
Mali,Africa,1962,36.936,4.690372,496.1743428
Mali,Africa,1967,38.487,5.212416,545.0098873
Mali,Africa,1972,39.977,5.828158,581.3688761
Mali,Africa,1977,41.714,6.491649,686.3952693
Mali,Africa,1982,43.916,6.998256,618.0140641
Mali,Africa,1987,46.364,7.634008,684.1715576
Mali,Africa,1992,48.388,8.416215,739.014375
Mali,Africa,1997,49.903,9.384984,790.2579846
Mali,Africa,2002,51.818,10.580176,951.4097518
Mali,Africa,2007,54.467,12.031795,1042.581557
Mauritania,Africa,1952,40.543,1.022556,743.1159097
Mauritania,Africa,1957,42.338,1.076852,846.1202613
Mauritania,Africa,1962,44.248,1.146757,1055.896036
Mauritania,Africa,1967,46.289,1.230542,1421.145193
Mauritania,Africa,1972,48.437,1.332786,1586.851781
Mauritania,Africa,1977,50.852,1.456688,1497.492223
Mauritania,Africa,1982,53.599,1.622136,1481.150189
Mauritania,Africa,1987,56.145,1.84124,1421.603576
Mauritania,Africa,1992,58.333,2.119465,1361.369784
Mauritania,Africa,1997,60.43,2.444741,1483.136136
Mauritania,Africa,2002,62.247,2.828858,1579.019543
Mauritania,Africa,2007,64.164,3.270065,1803.151496
Mauritius,Africa,1952,50.986,0.516556,1967.955707
Mauritius,Africa,1957,58.089,0.609816,2034.037981
Mauritius,Africa,1962,60.246,0.701016,2529.067487
Mauritius,Africa,1967,61.557,0.789309,2475.387562
Mauritius,Africa,1972,62.944,0.851334,2575.484158
Mauritius,Africa,1977,64.93,0.913025,3710.982963
Mauritius,Africa,1982,66.711,0.99204,3688.037739
Mauritius,Africa,1987,68.74,1.042663,4783.586903
Mauritius,Africa,1992,69.745,1.096202,6058.253846
Mauritius,Africa,1997,70.736,1.149818,7425.705295
Mauritius,Africa,2002,71.954,1.200206,9021.815894
Mauritius,Africa,2007,72.801,1.250882,10956.99112
Mexico,Americas,1952,50.789,30.144317,3478.125529
Mexico,Americas,1957,55.19,35.015548,4131.546641
Mexico,Americas,1962,58.299,41.121485,4581.609385
Mexico,Americas,1967,60.11,47.995559,5754.733883
Mexico,Americas,1972,62.361,55.984294,6809.40669
Mexico,Americas,1977,65.032,63.759976,7674.929108
Mexico,Americas,1982,67.405,71.640904,9611.147541
Mexico,Americas,1987,69.498,80.122492,8688.156003
Mexico,Americas,1992,71.455,88.11103,9472.384295
Mexico,Americas,1997,73.67,95.895146,9767.29753
Mexico,Americas,2002,74.902,102.479927,10742.44053
Mexico,Americas,2007,76.195,108.700891,11977.57496
Mongolia,Asia,1952,42.244,0.800663,786.5668575
Mongolia,Asia,1957,45.248,0.882134,912.6626085
Mongolia,Asia,1962,48.251,1.01028,1056.353958
Mongolia,Asia,1967,51.253,1.1495,1226.04113
Mongolia,Asia,1972,53.754,1.3205,1421.741975
Mongolia,Asia,1977,55.491,1.528,1647.511665
Mongolia,Asia,1982,57.489,1.756032,2000.603139
Mongolia,Asia,1987,60.222,2.015133,2338.008304
